name|slug|full_name|type|publisher|description|source|popularity|star_count|pull_count|filter_type|certification_status|categories|operating_systems|architectures|logo_url|created_at|updated_at 
googlecontainersmirrors/hpa-example|googlecontainersmirrors/hpa-example|googlecontainersmirrors/googlecontainersmirrors/hpa-example|image|googlecontainersmirrors||community|0|0|3.1K|community|not_certified|[]|['Linux']|['x86-64']||2018-03-15T01:28:25.450189Z|2018-03-15T01:28:25.858482Z
googlecontainersmirrors/kube-controller-manager-ppc64le|googlecontainersmirrors/kube-controller-manager-ppc64le|googlecontainersmirrors/googlecontainersmirrors/kube-controller-manager-ppc64le|image|googlecontainersmirrors||community|0|0|3.0K|community|not_certified|[]|['Linux']|['ppc64le', 'x86-64']||2018-03-16T15:40:23.570896Z|2020-02-27T12:19:20.406859Z
googlecontainerregistrytesting/pusher-testing|googlecontainerregistrytesting/pusher-testing|googlecontainerregistrytesting/googlecontainerregistrytesting/pusher-testing|image|googlecontainerregistrytesting||community|0|0|2.7K|community|not_certified|[]|['Linux']|['x86-64']||2017-05-08T19:03:33.432257Z|2021-05-02T02:40:32.771085Z
googlecontainersmirrors/kube-scheduler-ppc64le|googlecontainersmirrors/kube-scheduler-ppc64le|googlecontainersmirrors/googlecontainersmirrors/kube-scheduler-ppc64le|image|googlecontainersmirrors||community|0|0|2.9K|community|not_certified|[]|['Linux']|['x86-64', 'ppc64le']||2018-03-17T16:02:23.661614Z|2020-02-27T12:21:27.013476Z
googlecontainersmirrors/cloud-controller-manager-s390x|googlecontainersmirrors/cloud-controller-manager-s390x|googlecontainersmirrors/googlecontainersmirrors/cloud-controller-manager-s390x|image|googlecontainersmirrors||community|0|0|2.8K|community|not_certified|[]|['Linux']|['x86-64', 'IBM Z']||2018-03-14T08:57:10.600119Z|2020-06-20T02:40:24.071227Z
googlecontainersmirrors/cloud-controller-manager-amd64|googlecontainersmirrors/cloud-controller-manager-amd64|googlecontainersmirrors/googlecontainersmirrors/cloud-controller-manager-amd64|image|googlecontainersmirrors||community|0|0|2.3K|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T06:59:09.936861Z|2020-06-20T02:37:07.382845Z
googlecontainersmirrors/kube-aggregator-amd64|googlecontainersmirrors/kube-aggregator-amd64|googlecontainersmirrors/googlecontainersmirrors/kube-aggregator-amd64|image|googlecontainersmirrors||community|0|0|1.8K|community|not_certified|[]|['Linux']|['x86-64']||2018-03-16T04:32:44.99474Z|2019-05-02T09:44:26.436094Z
googlecontainersmirrors/kube-aggregator-arm64|googlecontainersmirrors/kube-aggregator-arm64|googlecontainersmirrors/googlecontainersmirrors/kube-aggregator-arm64|image|googlecontainersmirrors||community|0|0|1.8K|community|not_certified|[]|['Linux']|['x86-64', 'arm64']||2018-03-16T04:46:20.867651Z|2019-05-02T09:45:00.3984Z
googlecontainersmirrors/cloud-controller-manager-arm64|googlecontainersmirrors/cloud-controller-manager-arm64|googlecontainersmirrors/googlecontainersmirrors/cloud-controller-manager-arm64|image|googlecontainersmirrors||community|0|0|2.2K|community|not_certified|[]|['Linux']|['x86-64', 'arm64']||2018-03-14T07:20:16.182793Z|2020-06-20T02:38:40.695592Z
cfje/google-stackdriver-debugger|cfje/google-stackdriver-debugger|cfje/cfje/google-stackdriver-debugger|image|cfje|Google Stackdriver Debugger Builder Image|community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64']||2017-03-21T20:17:29.143058Z|2022-04-12T22:02:30.655921Z
googlecontainersmirrors/cloud-controller-manager-ppc64le|googlecontainersmirrors/cloud-controller-manager-ppc64le|googlecontainersmirrors/googlecontainersmirrors/cloud-controller-manager-ppc64le|image|googlecontainersmirrors||community|0|0|2.1K|community|not_certified|[]|['Linux']|['x86-64', 'ppc64le']||2018-03-14T08:43:23.561041Z|2020-06-20T02:39:32.760692Z
jaymoulin/google-music-uploader|jaymoulin/google-music-uploader|jaymoulin/jaymoulin/google-music-uploader|image|jaymoulin|Docker Image to upload music library to Google Music (Multiarch)|community|0|8|1M+|community|not_certified|[]|['Linux']|['386', 'x86-64', 'arm', 'arm64', 'IBM Z']||2017-11-22T10:31:29.162145Z|2020-07-30T02:51:38.533969Z
googlecontainersmirrors/kube-aggregator-arm|googlecontainersmirrors/kube-aggregator-arm|googlecontainersmirrors/googlecontainersmirrors/kube-aggregator-arm|image|googlecontainersmirrors||community|0|0|1.8K|community|not_certified|[]|['Linux']|['x86-64', 'arm']||2018-03-16T04:37:28.801768Z|2019-05-02T09:44:41.831302Z
jaymoulin/google-cloudprint|jaymoulin/google-cloudprint|jaymoulin/jaymoulin/google-cloudprint|image|jaymoulin|Google Cloudprint - Docker Image (Multiarch)|community|0|11|1M+|community|not_certified|[]|['Linux']|['IBM Z', '386', 'x86-64', 'arm', 'arm64']||2017-12-03T23:42:18.619515Z|2020-03-13T01:19:16.642076Z
googlecontainersmirrors/kube-aggregator|googlecontainersmirrors/kube-aggregator|googlecontainersmirrors/googlecontainersmirrors/kube-aggregator|image|googlecontainersmirrors||community|0|0|1.7K|community|not_certified|[]|['Linux']|['x86-64']||2018-03-16T04:23:51.542999Z|2019-05-02T09:44:17.154481Z
googlecontainersmirrors/kube-aggregator-s390x|googlecontainersmirrors/kube-aggregator-s390x|googlecontainersmirrors/googlecontainersmirrors/kube-aggregator-s390x|image|googlecontainersmirrors||community|0|0|1.3K|community|not_certified|[]|['Linux']|['x86-64', 'IBM Z']||2018-03-16T05:10:30.948636Z|2019-05-02T09:45:33.814636Z
dragoncube/google-domains-ddns|dragoncube/google-domains-ddns|dragoncube/dragoncube/google-domains-ddns|image|dragoncube|Keep your dynamic DNS up-to-date with this Google Domains DDNS script.|community|0|7|1M+|community|not_certified|[]|['Linux']|['x86-64']||2017-01-09T00:19:32.52852Z|2017-01-09T00:36:16.077632Z
cfje/google-stackdriver-profiler|cfje/google-stackdriver-profiler|cfje/cfje/google-stackdriver-profiler|image|cfje|Google Stackdriver Profiler Builder Image|community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64']||2018-07-23T19:27:04.104001Z|2022-04-11T11:12:21.030977Z
googlecontainersmirrors/kube-aggregator-ppc64le|googlecontainersmirrors/kube-aggregator-ppc64le|googlecontainersmirrors/googlecontainersmirrors/kube-aggregator-ppc64le|image|googlecontainersmirrors||community|0|0|1.5K|community|not_certified|[]|['Linux']|['x86-64', 'ppc64le']||2018-03-16T05:01:42.536719Z|2019-05-02T09:45:16.833917Z
femtopixel/google-lighthouse|femtopixel/google-lighthouse|femtopixel/femtopixel/google-lighthouse|image|femtopixel|Google Lighthouse - Docker Image|community|0|10|1M+|community|not_certified|[]|['Linux']|['386', 'x86-64', 'arm']||2017-11-03T16:24:59.141013Z|2022-03-10T01:36:14.413704Z
martijnhols/google-analytics-proxy|martijnhols/google-analytics-proxy|martijnhols/martijnhols/google-analytics-proxy|image|martijnhols|A tiny Docker proxy (nginx) for Google Analytics to try to get metrics for people with ad blockers|community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64']||2019-01-23T18:46:44.218944Z|2019-01-23T18:48:41.855508Z
jaymoulin/google-musicmanager-dedup-api|jaymoulin/google-musicmanager-dedup-api|jaymoulin/jaymoulin/google-musicmanager-dedup-api|image|jaymoulin|Deduplication API for Google MusicManager|community|0|1|500K+|community|not_certified|[]|['Linux']|['386', 'x86-64', 'arm', 'arm64']||2019-03-02T23:25:17.517063Z|2019-11-25T16:39:50.086379Z
resultadosdigitais/google-chrome|resultadosdigitais/google-chrome|resultadosdigitais/resultadosdigitais/google-chrome|image|resultadosdigitais|Google Chrome/Chrome Web Driver|community|0|3|1M+|community|not_certified|[]|['Linux']|['x86-64']||2017-04-04T22:34:57.552228Z|2020-01-02T19:50:29.291651Z
dsarshad/google-news-api-latest|dsarshad/google-news-api-latest|dsarshad/dsarshad/google-news-api-latest|image|dsarshad|google-news-api|community|0|2|500K+|community|not_certified|[]|['Linux']|['x86-64']||2017-12-06T13:38:37.138254Z|2017-12-06T22:46:49.099764Z
resultadosdigitais/google-pubsub|resultadosdigitais/google-pubsub|resultadosdigitais/resultadosdigitais/google-pubsub|image|resultadosdigitais|RD Station Google Pub Sub Image|community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64']||2019-06-05T14:26:28.928852Z|2020-11-17T19:15:30.148744Z
omertu/googlehomekodi|omertu/googlehomekodi|omertu/omertu/googlehomekodi|image|omertu|https://github.com/OmerTu/GoogleHomeKodi|community|0|5|1M+|community|not_certified|[]|['Linux']|['x86-64', 'arm', 'arm64', 'ppc64le', 'IBM Z']||2017-12-16T18:29:06.062342Z|2021-09-04T19:43:41.461777Z
googlecontainersmirrors/kubekins-e2e|googlecontainersmirrors/kubekins-e2e|googlecontainersmirrors/googlecontainersmirrors/kubekins-e2e|image|googlecontainersmirrors||community|0|0|894|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T02:46:34.034437Z|2018-03-17T03:18:41.93573Z
googlecontainersmirrors/kube-state-metrics|googlecontainersmirrors/kube-state-metrics|googlecontainersmirrors/googlecontainersmirrors/kube-state-metrics|image|googlecontainersmirrors||community|0|0|943|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T16:58:32.375232Z|2020-02-24T12:12:13.42079Z
googlecontainersmirrors/fluentd-gcp|googlecontainersmirrors/fluentd-gcp|googlecontainersmirrors/googlecontainersmirrors/fluentd-gcp|image|googlecontainersmirrors||community|0|0|923|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T21:32:43.229861Z|2018-03-14T23:30:46.896241Z
jaymoulin/google-musicmanager|jaymoulin/google-musicmanager|jaymoulin/jaymoulin/google-musicmanager|image|jaymoulin|Google Music Manager - Docker Image (Multiarch)|community|0|8|500K+|community|not_certified|[]|['Linux']|['386', 'x86-64', 'arm', 'arm64', 'IBM Z']||2017-11-23T14:45:48.745681Z|2020-09-22T20:27:49.975105Z
chriscoveyduck/google-domains-ddns|chriscoveyduck/google-domains-ddns|chriscoveyduck/chriscoveyduck/google-domains-ddns|image|chriscoveyduck|Simple DDNS updater for Google Domains|community|0|0|500K+|community|not_certified|[]|['Linux']|['x86-64']||2020-04-18T22:26:26.047759Z|2020-11-07T12:00:00.550044Z
googlecontainersmirrors/kube-cross|googlecontainersmirrors/kube-cross|googlecontainersmirrors/googlecontainersmirrors/kube-cross|image|googlecontainersmirrors||community|0|0|851|community|not_certified|[]|['Linux']|['x86-64']||2018-03-16T21:56:03.093378Z|2020-01-16T11:55:13.01189Z
warcforceone/google-sites-grab|warcforceone/google-sites-grab|warcforceone/warcforceone/google-sites-grab|image|warcforceone||community|0|0|5M+|community|not_certified|[]|['Linux']|['x86-64']||2020-10-06T17:00:38.535029Z|2021-06-09T15:18:32.454358Z
googlecontainersmirrors/heapster|googlecontainersmirrors/heapster|googlecontainersmirrors/googlecontainersmirrors/heapster|image|googlecontainersmirrors||community|0|0|748|community|not_certified|[]|['Linux']|['x86-64']||2018-03-15T00:03:00.555717Z|2018-03-21T01:50:23.221842Z
googlecontainersmirrors/github-transform|googlecontainersmirrors/github-transform|googlecontainersmirrors/googlecontainersmirrors/github-transform|image|googlecontainersmirrors||community|0|0|725|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T23:47:03.06086Z|2018-03-14T23:52:26.191723Z
googlefu/apic_compiler|googlefu/apic_compiler|googlefu/googlefu/apic_compiler|image|googlefu||community|0|0|685|community|not_certified|[]|['Linux']|['x86-64']||2020-04-20T20:12:29.975508Z|2020-04-28T22:57:58.939868Z
googlecontainersmirrors/conformance|googlecontainersmirrors/conformance|googlecontainersmirrors/googlecontainersmirrors/conformance|image|googlecontainersmirrors||community|0|0|652|community|not_certified|[]|['Linux']|['x86-64']||2020-06-20T02:41:45.544832Z|2020-06-20T04:00:18.076196Z
googlecontainersmirrors/nvidia-gpu-device-plugin|googlecontainersmirrors/nvidia-gpu-device-plugin|googlecontainersmirrors/googlecontainersmirrors/nvidia-gpu-device-plugin|image|googlecontainersmirrors||community|0|0|688|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T18:43:45.171867Z|2019-10-25T11:18:04.943113Z
googlecontainersmirrors/kubernetes-dashboard-ppc64le|googlecontainersmirrors/kubernetes-dashboard-ppc64le|googlecontainersmirrors/googlecontainersmirrors/kubernetes-dashboard-ppc64le|image|googlecontainersmirrors||community|0|0|663|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T10:17:22.899317Z|2018-12-19T08:32:36.720004Z
googlecontainersmirrors/ubuntu-nvidia-driver-installer|googlecontainersmirrors/ubuntu-nvidia-driver-installer|googlecontainersmirrors/googlecontainersmirrors/ubuntu-nvidia-driver-installer|image|googlecontainersmirrors||community|0|0|656|community|not_certified|[]|['Linux']|['x86-64']||2018-03-18T06:33:49.520342Z|2019-11-27T11:32:11.910571Z
googlecontainersmirrors/pause|googlecontainersmirrors/pause|googlecontainersmirrors/googlecontainersmirrors/pause|image|googlecontainersmirrors||community|0|0|610|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T18:46:57.767788Z|2018-03-17T18:47:34.751199Z
googlecontainersmirrors/etcd|googlecontainersmirrors/etcd|googlecontainersmirrors/googlecontainersmirrors/etcd|image|googlecontainersmirrors||community|0|0|601|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T12:58:39.020831Z|2018-03-21T01:48:40.923145Z
googlecontainersmirrors/etcd-amd64|googlecontainersmirrors/etcd-amd64|googlecontainersmirrors/googlecontainersmirrors/etcd-amd64|image|googlecontainersmirrors||community|0|0|575|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T13:10:45.012115Z|2018-03-21T01:48:47.988735Z
googlecontainersmirror/pause|googlecontainersmirror/pause|googlecontainersmirror/googlecontainersmirror/pause|image|googlecontainersmirror||community|0|1|587|community|not_certified|[]|['Linux']|['x86-64']||2020-04-07T09:23:46.959989Z|2020-07-22T07:19:34.359347Z
onisuly/google-reverse-proxy|onisuly/google-reverse-proxy|onisuly/onisuly/google-reverse-proxy|image|onisuly|Google Reverse Proxy|community|0|4|100K+|community|not_certified|[]|['Linux']|['x86-64']||2018-06-14T03:14:51.269983Z|2018-08-14T12:26:46.712521Z
googleapis/git|googleapis/git|googleapis/googleapis/git|image|googleapis||community|0|0|609|community|not_certified|[]|['Linux']|['x86-64']||2017-04-28T17:15:05.394215Z|2017-06-09T17:06:39.543052Z
palp/googleanalytics_exporter|palp/googleanalytics_exporter|palp/palp/googleanalytics_exporter|image|palp|Obtains Google Analytics RealTime metrics, and presents them to prometheus for scraping.|community|0|1|100K+|community|not_certified|[]|['Linux']|['x86-64']||2018-06-10T12:11:13.695376Z|2018-06-10T12:16:41.686499Z
googledocsexporter/api|googledocsexporter/api|googledocsexporter/googledocsexporter/api|image|googledocsexporter||community|0|0|597|community|not_certified|[]|['Linux']|['x86-64']||2018-09-06T12:05:49.41214Z|2018-09-14T12:45:54.381052Z
googlecontainersmirrors/cadvisor|googlecontainersmirrors/cadvisor|googlecontainersmirrors/googlecontainersmirrors/cadvisor|image|googlecontainersmirrors||community|0|0|581|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T06:37:59.484326Z|2020-06-20T02:35:51.207656Z
googlecontainersmirrors/ubuntu-slim|googlecontainersmirrors/ubuntu-slim|googlecontainersmirrors/googlecontainersmirrors/ubuntu-slim|image|googlecontainersmirrors||community|0|0|510|community|not_certified|[]|['Linux']|['x86-64']||2018-03-18T06:37:13.352178Z|2018-03-18T06:39:26.689233Z
googlecontainersmirrors/submit-queue|googlecontainersmirrors/submit-queue|googlecontainersmirrors/googlecontainersmirrors/submit-queue|image|googlecontainersmirrors||community|0|0|556|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T23:59:53.826178Z|2018-03-18T00:17:45.204797Z
googlecontainersmirrors/heapster-arm64|googlecontainersmirrors/heapster-arm64|googlecontainersmirrors/googlecontainersmirrors/heapster-arm64|image|googlecontainersmirrors||community|0|0|538|community|not_certified|[]|['Linux']|['x86-64']||2018-03-15T01:09:16.82234Z|2018-08-07T07:13:45.212634Z
travix/google-cloud-sdk|travix/google-cloud-sdk|travix/travix/google-cloud-sdk|image|travix|Add jq to google/cloud-sdk image|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2017-02-08T19:06:03.445331Z|2018-04-04T09:55:34.082199Z
googlecontainersmirrors/fluentd-elasticsearch|googlecontainersmirrors/fluentd-elasticsearch|googlecontainersmirrors/googlecontainersmirrors/fluentd-elasticsearch|image|googlecontainersmirrors||community|0|0|519|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T21:18:03.612481Z|2019-01-15T08:41:33.655062Z
googleimages/local-volume-provisioner|googleimages/local-volume-provisioner|googleimages/googleimages/local-volume-provisioner|image|googleimages|local-volume-provisioner|community|0|0|460|community|not_certified|[]|['Linux']|['x86-64']||2021-03-12T13:27:12.433141Z|2021-03-12T13:28:25.139561Z
googlecontainersmirrors/federation-controller-manager-amd64|googlecontainersmirrors/federation-controller-manager-amd64|googlecontainersmirrors/googlecontainersmirrors/federation-controller-manager-amd64|image|googlecontainersmirrors||community|0|0|492|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T14:01:53.879379Z|2018-03-14T21:06:54.379709Z
googlecontainersmirrors/kubernetes-dashboard-amd64|googlecontainersmirrors/kubernetes-dashboard-amd64|googlecontainersmirrors/googlecontainersmirrors/kubernetes-dashboard-amd64|image|googlecontainersmirrors||community|0|0|491|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T08:28:15.959503Z|2018-12-19T08:31:53.964519Z
googlecontainersmirrors/federation-apiserver-ppc64le|googlecontainersmirrors/federation-apiserver-ppc64le|googlecontainersmirrors/googlecontainersmirrors/federation-apiserver-ppc64le|image|googlecontainersmirrors||community|0|0|457|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T13:55:15.874059Z|2018-03-14T13:58:42.492373Z
googlecontainersmirrors/kubernetes-dashboard-arm64|googlecontainersmirrors/kubernetes-dashboard-arm64|googlecontainersmirrors/googlecontainersmirrors/kubernetes-dashboard-arm64|image|googlecontainersmirrors||community|0|0|457|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T08:38:13.46527Z|2018-12-19T08:32:22.387084Z
googlecontainersmirrors/heapster-amd64|googlecontainersmirrors/heapster-amd64|googlecontainersmirrors/googlecontainersmirrors/heapster-amd64|image|googlecontainersmirrors||community|0|0|414|community|not_certified|[]|['Linux']|['x86-64']||2018-03-15T01:05:05.306164Z|2019-07-05T10:10:59.545449Z
googlecontainersmirrors/heapster-arm|googlecontainersmirrors/heapster-arm|googlecontainersmirrors/googlecontainersmirrors/heapster-arm|image|googlecontainersmirrors||community|0|0|412|community|not_certified|[]|['Linux']|['arm', 'x86-64']||2018-03-15T01:06:51.179784Z|2018-08-07T07:13:35.594245Z
googlecontainersmirrors/federation-apiserver-amd64|googlecontainersmirrors/federation-apiserver-amd64|googlecontainersmirrors/googlecontainersmirrors/federation-apiserver-amd64|image|googlecontainersmirrors||community|0|0|454|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T13:45:45.702684Z|2018-03-14T13:47:33.951304Z
googlecontainersmirrors/federation-apiserver|googlecontainersmirrors/federation-apiserver|googlecontainersmirrors/googlecontainersmirrors/federation-apiserver|image|googlecontainersmirrors||community|0|0|425|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T13:41:42.340116Z|2018-03-14T13:45:40.330918Z
googlecontainersmirrors/kubernetes-dashboard-arm|googlecontainersmirrors/kubernetes-dashboard-arm|googlecontainersmirrors/googlecontainersmirrors/kubernetes-dashboard-arm|image|googlecontainersmirrors||community|0|0|435|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T08:33:22.59904Z|2018-12-19T08:32:08.354159Z
googlecontainersmirrors/kube-addon-manager-arm64|googlecontainersmirrors/kube-addon-manager-arm64|googlecontainersmirrors/googlecontainersmirrors/kube-addon-manager-arm64|image|googlecontainersmirrors||community|0|0|439|community|not_certified|[]|['Linux']|['x86-64']||2018-03-16T04:09:02.852477Z|2019-08-01T10:32:53.268268Z
googlecontainersmirrors/heapster-s390x|googlecontainersmirrors/heapster-s390x|googlecontainersmirrors/googlecontainersmirrors/heapster-s390x|image|googlecontainersmirrors||community|0|0|418|community|not_certified|[]|['Linux']|['x86-64']||2018-03-15T01:25:06.558325Z|2018-08-07T07:14:14.688832Z
googlecontainersmirrors/logexporter|googlecontainersmirrors/logexporter|googlecontainersmirrors/googlecontainersmirrors/logexporter|image|googlecontainersmirrors||community|0|0|412|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T17:04:21.004607Z|2018-03-17T17:06:49.140165Z
googlecontainersmirrors/federation-controller-manager-arm|googlecontainersmirrors/federation-controller-manager-arm|googlecontainersmirrors/googlecontainersmirrors/federation-controller-manager-arm|image|googlecontainersmirrors||community|0|0|414|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T21:07:02.291429Z|2018-03-14T21:09:44.585121Z
brunnel6/google-home-openstack|brunnel6/google-home-openstack|brunnel6/brunnel6/google-home-openstack|image|brunnel6||community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64']||2018-08-13T14:33:20.214567Z|2018-11-13T10:41:29.848749Z
googlecontainersmirrors/node-problem-detector|googlecontainersmirrors/node-problem-detector|googlecontainersmirrors/googlecontainersmirrors/node-problem-detector|image|googlecontainersmirrors||community|0|0|363|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T18:37:08.242395Z|2019-10-31T11:19:28.024257Z
googlecontainersmirrors/logexp|googlecontainersmirrors/logexp|googlecontainersmirrors/googlecontainersmirrors/logexp|image|googlecontainersmirrors||community|0|0|395|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T17:03:09.93377Z|2018-03-17T17:03:24.993461Z
googlecontainersmirrors/k8s-dns-dnsmasq-nanny-ppc64le|googlecontainersmirrors/k8s-dns-dnsmasq-nanny-ppc64le|googlecontainersmirrors/googlecontainersmirrors/k8s-dns-dnsmasq-nanny-ppc64le|image|googlecontainersmirrors||community|0|0|351|community|not_certified|[]|['Linux']|['x86-64']||2018-03-16T03:20:23.082807Z|2018-03-16T03:21:25.35995Z
googlecontainersmirrors/glbc|googlecontainersmirrors/glbc|googlecontainersmirrors/googlecontainersmirrors/glbc|image|googlecontainersmirrors||community|0|0|347|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T23:56:15.245765Z|2018-03-15T00:01:54.829514Z
googlecontainersmirrors/prometheus-to-sd|googlecontainersmirrors/prometheus-to-sd|googlecontainersmirrors/googlecontainersmirrors/prometheus-to-sd|image|googlecontainersmirrors||community|0|0|375|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T18:53:48.003741Z|2019-12-21T11:42:40.783363Z
smallimprovements/google-cloud-storage-mount|smallimprovements/google-cloud-storage-mount|smallimprovements/smallimprovements/google-cloud-storage-mount|image|smallimprovements|Copies app engine logs from a cloud storage bucket to a local dir|community|0|1|1M+|community|not_certified|[]|['Linux']|['x86-64']||2015-12-09T13:58:04.242882Z|2018-03-27T09:18:58.242605Z
googlecontainersmirrors/k8s-dns-dnsmasq-amd64|googlecontainersmirrors/k8s-dns-dnsmasq-amd64|googlecontainersmirrors/googlecontainersmirrors/k8s-dns-dnsmasq-amd64|image|googlecontainersmirrors||community|0|0|337|community|not_certified|[]|['Linux']|['x86-64']||2018-03-16T03:13:40.294142Z|2018-03-16T03:14:30.975943Z
femtopixel/google-chrome-headless|femtopixel/google-chrome-headless|femtopixel/femtopixel/google-chrome-headless|image|femtopixel|Google Chrome Headless - Docker Image (Multiarch)|community|0|6|100K+|community|not_certified|[]|['Linux']|['386', 'x86-64', 'arm']||2017-11-09T11:40:09.240948Z|2022-04-08T01:08:14.258113Z
googlecontainersmirrors/ingress-gce-glbc-amd64|googlecontainersmirrors/ingress-gce-glbc-amd64|googlecontainersmirrors/googlecontainersmirrors/ingress-gce-glbc-amd64|image|googlecontainersmirrors||community|0|1|315|community|not_certified|[]|['Linux']|['x86-64']||2018-03-16T03:11:26.346776Z|2020-02-25T12:11:11.819256Z
ruippeixotog/google-musicmanager|ruippeixotog/google-musicmanager|ruippeixotog/ruippeixotog/google-musicmanager|image|ruippeixotog|The official application for uploading music files to Google Play Music|community|0|9|100K+|community|not_certified|[]|['Linux']|['x86-64']||2014-10-16T22:07:17.011476Z|2019-06-01T10:18:25.930266Z
googlecontainersmirrors/debian-iptables-ppc64le|googlecontainersmirrors/debian-iptables-ppc64le|googlecontainersmirrors/googlecontainersmirrors/debian-iptables-ppc64le|image|googlecontainersmirrors||community|0|0|341|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T11:07:41.001579Z|2019-11-14T11:28:21.486548Z
googlecontainersmirrors/debian-iptables-amd64|googlecontainersmirrors/debian-iptables-amd64|googlecontainersmirrors/googlecontainersmirrors/debian-iptables-amd64|image|googlecontainersmirrors||community|0|0|378|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T11:00:53.647814Z|2019-11-14T11:27:56.135274Z
boiyaa/google-cloud-sdk-nodejs|boiyaa/google-cloud-sdk-nodejs|boiyaa/boiyaa/google-cloud-sdk-nodejs|image|boiyaa|Google Cloud SDK w/ Node.js|community|0|1|50K+|community|not_certified|[]|['Linux']|['x86-64']||2018-04-20T10:50:09.335224Z|2018-11-28T07:01:18.671228Z
googlecontainersmirrors/nginx-slim|googlecontainersmirrors/nginx-slim|googlecontainersmirrors/googlecontainersmirrors/nginx-slim|image|googlecontainersmirrors||community|0|0|326|community|not_certified|[]|['Linux']|['x86-64']||2018-03-17T17:32:14.682603Z|2018-03-17T17:36:19.898816Z
chekote/google-cloud-sdk|chekote/google-cloud-sdk|chekote/chekote/google-cloud-sdk|image|chekote||community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64', 'arm', 'arm64']||2021-03-24T20:02:45.070525Z|2022-03-10T22:20:07.83778Z
googlecontainersmirrors/federation-controller-manager-arm64|googlecontainersmirrors/federation-controller-manager-arm64|googlecontainersmirrors/googlecontainersmirrors/federation-controller-manager-arm64|image|googlecontainersmirrors||community|0|0|317|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T21:09:52.987863Z|2018-03-14T21:12:56.741638Z
googlecontainersmirrors/federation-controller-manager-ppc64le|googlecontainersmirrors/federation-controller-manager-ppc64le|googlecontainersmirrors/googlecontainersmirrors/federation-controller-manager-ppc64le|image|googlecontainersmirrors||community|0|0|283|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T21:13:05.740845Z|2018-03-14T21:15:47.26683Z
googlecontainersmirror/kube-apiserver|googlecontainersmirror/kube-apiserver|googlecontainersmirror/googlecontainersmirror/kube-apiserver|image|googlecontainersmirror||community|0|1|299|community|not_certified|[]|['Linux']|['x86-64']||2020-04-07T09:35:01.377298Z|2020-07-22T07:19:50.0072Z
kolyadin/google-pagespeed|kolyadin/google-pagespeed|kolyadin/kolyadin/google-pagespeed|image|kolyadin|Handy image for getting google pagespeed results in a docker way|community|0|1|50K+|community|not_certified|[]|['Linux']|['x86-64']||2018-05-15T23:02:14.232047Z|2018-08-13T18:37:08.772359Z
googlecontainersmirrors/federation-apiserver-arm|googlecontainersmirrors/federation-apiserver-arm|googlecontainersmirrors/googlecontainersmirrors/federation-apiserver-arm|image|googlecontainersmirrors||community|0|0|336|community|not_certified|[]|['Linux']|['x86-64']||2018-03-14T13:47:43.794632Z|2018-03-14T13:51:12.705407Z
googlecontainersmirror/kube-proxy|googlecontainersmirror/kube-proxy|googlecontainersmirror/googlecontainersmirror/kube-proxy|image|googlecontainersmirror||community|0|1|323|community|not_certified|[]|['Linux']|['x86-64']||2020-04-07T09:31:49.933879Z|2020-07-22T07:19:46.347772Z
